path,sha256
figures/collision_scaling_ru.png,ea56e69e7d179a54ee931fbe8284b2694ae607dce7b7dfcbf252c8e60d1bf4f0
figures/collision_scaling_ru.svg,11603dd58078642eb3650dbbb9e43c3b359cac2bcfd30bf111347654612d57c2
figures/critical_predictor_en.pdf,90637a4c76d6d38113188f69c4a24793f32ec1d1a2d36511e6edddb1946c09a9
figures/critical_predictor_en.png,cfdd5876b8b25c323d82a2ec298e4956927948361642207585e8fb9d427f6c18
figures/critical_predictor_en.svg,3bf19131e9337e823b0504c2b8fe1fa87e1197690dc3ed4486e452801a57aea6
figures/critical_predictor_ru.pdf,e85f638035a0f14062e458dde5846611d846661ff8d52fdff53ec56db64ea145
figures/critical_predictor_ru.png,00756bc490d4d2414cf56051a55b814998711b653ca42b0d886ec264a128f788
figures/critical_predictor_ru.svg,e9f7f55c7f94824e9792f4952b8f96260ef5f043d164726b3213624fff1db8b7
figures/insertion_architecture_en.pdf,d7614779fbb756ad9606d52d9ccaf88eb7f899a85957fb60ad8bb9df467fa1c3
figures/insertion_architecture_en.png,32fc4ff6e68058989089b29d57c83f2f1c3566f802d6d6a8c8356d1d10e9d6f0
figures/insertion_architecture_en.svg,b82e8bb9f7b2099d49ef64df4aff59856b5c8797626b67adb15889f11eb4b9bf
figures/insertion_architecture_ru.pdf,ba7d3c259ad93337117480ee93accd2edf41143c4104ac63194a8db634fcf533
figures/insertion_architecture_ru.png,7a0d10a95c068d81a67d54ba6eae9999ac87fe7ad4be8e415f20fba587d1a793
figures/insertion_architecture_ru.svg,faf5c77b1fdd472fe4e283459404eabb8baa330d6d9c99b73080e51e94c4a744
figures/manifest.csv,77aafb05aa44ba2a7053a173baecc9a3e5e77347576d4b50fc98f19c75485e82
figures/robustness_critical_predictor_en.pdf,19dc634f55ff53b32278c46650a9fe2b18b3f6be7233531c965f9400cd01351d
figures/robustness_critical_predictor_en.png,3c68c26c9d26bc7521a05717f9f2a4cb4974bef41d6cb51d20dc88d0052d5cf8
figures/robustness_critical_predictor_en.svg,e3234f97bf851353d23be6b13da45b84821108b0834404c45fd5f2678d95fc8d
figures/robustness_critical_predictor_ru.pdf,025e3458fe2337ab06f85f01d2952475c2f5359c3520ab498401c847c295052c
figures/robustness_critical_predictor_ru.png,3137ecd493ad8f4f1ea870e250ea2e63da5e432a794d8d029ed9f4cc07b97912
figures/robustness_critical_predictor_ru.svg,aab2c2116c6bab600632b6cfd5bad5d9a9798ea906e382afebd353266d638769
figures/sensitivity_heatmap_en.pdf,3ab0c39dad52ae9fd0a0cce5e301da87b2f0d150d206a1d4e960bb4d9109f15d
figures/sensitivity_heatmap_en.png,a89e1c90e2d46d4cb22919aca4b2035621f9d9376ddd9cc70b8aa66706d92015
figures/sensitivity_heatmap_en.svg,af1a7e6e79eb608b3eb98923c57a3fcdc856acdfaaaa394383ac263b1d9608b1
figures/sensitivity_heatmap_ru.pdf,0ec09a77f7b17373ca1f42b8f27a2aa8e46a6c6cae273df75091e9d821ab03d3
figures/sensitivity_heatmap_ru.png,ffb9fef28282353408f45fd8ca346fe7adb4d3169768ed80e98b32a9c8ebf898
figures/sensitivity_heatmap_ru.svg,2016d78551a7c908a3730ba0388bf009fd5a7590de0fa45504b379f74349d3e5
report/findings.json,b1e2271a75cc7f61a7396b5fe93bf40f700c77e39fa3238eaebcad26e353713b
report/findings.md,398a6499cd7a063c7cb325316818bfbd9129f5d7eae0fac58643154e3d6fbace
report/limitations.md,7a57ccfe86bfc81181b7358c59a6b351847d278369ec6f9bf0dede87e7d03bbf
report/methodology.md,eddaa3ef1cddf38ea3d2a60fd04f17d6ab2cfe02e7f0bcb6c57649a4e2721f8a
report/summary.md,d9abddecae66ee4d7dffe7176d3c21f7407a7ee14f928fb6c3f0a4860508f757
report/validation.md,16e8e98e60e3bfbd46b2053b812434e81c6f7a744a96d5a8118856d21908e735
